genres_0,genres_1,genres_2,genres_3,app_name,id
Racing,,,,MX vs. ATV Reflex,55140
Casual, Indie, Simulation, Strategy,Wildlife Park 2 - Farm World,307920
Adventure, Indie,,,Clones,72400
Action, Casual,,,Flight Control HD,62000
RPG, Simulation, Strategy,,Patrician III,33570
Action,,,,Alien Breed 3: Descent,22670
Racing,,,,Need For Speed: Hot Pursuit,47870
Indie, Casual,,,Zen Bound 2,61600
Adventure, Casual,,,Sherlock Holmes and The Hound of The Baskervilles,209230
Strategy,,,,Guardians of Graxia,90500
Casual,,,,The UnderGarden,9980
Action,,,,Call of Duty®: Black Ops,42700
Action,,,,Pound of Ground,33980
Adventure,,,,Alternativa,33990
Action, Casual, Indie,,BIT.TRIP BEAT,63700
Casual,,,,Woody Two-Legs: Attack of the Zombie Pirates,49320
Strategy, Indie,,,Archon Classic,65400
Simulation,,,,Farming Simulator 2011,90200
Action,,,,Bloody Good Time,2450
Adventure, Indie, RPG,,Winter Voices,72900
Free to Play, Massively Multiplayer,,,Dragon Saga,381990
Sports, Strategy,,,Blood Bowl® Legendary Edition,58520
RPG,,,,Dragon Age: Origins - Ultimate Edition,47810
Action, Adventure, Indie,,The Ball,35460
Action,,,,STAR WARS™: The Force Unleashed™ II,32500
Action, Indie, RPG,,DeathSpank,18040
Indie, Racing,,,Nimbus,50000
Action, Indie,,,Shank,6120
Action, Free to Play, Indie,,Super Crate Box,212800
Adventure, Indie,,,Puzzle Bots,80300
Free to Play, Simulation, Strategy,,The Settlers Online,354640
Adventure,,,,Nancy Drew®: Shadow at the Water's Edge,200080
Action, RPG,,,Fallout: New Vegas,22380
Action, Adventure, Racing,,Disney•Pixar Cars Toon: Mater's Tall Tales,316320
Indie, RPG, Strategy,,Grotesque Tactics: Evil Heroes,46450
Action, Adventure,,,Lost Planet® 2,45750
Adventure, Casual, Indie,,Doc Clock: The Toasted Sandwich of Time,57800
Action, Casual, Indie,,The Polynomial - Space of the music,67000
RPG,,,,ArcaniA,39690
Adventure,,,,Get Rich or Die Gaming,395910
Action,,,,Medal of Honor™,47790
Adventure, Casual, Simulation,,Governor of Poker 2,70200
Adventure, Casual, Indie, Simulation,Governor of Poker 2 - Premium Edition,70210
Action, Adventure, Indie, Casual,Diamond Dan,70500
Strategy,,,,The Kings' Crusade,42920
Indie,,,,Axel & Pixel,8970
Simulation,,,,Trainz Settle and Carlisle,24650
Adventure,,,,Haunted House™,9960
Action,,,,Front Mission Evolved,43000
Action, Adventure,,,Lara Croft and the Guardian of Light,35130
Action, Adventure,,,NyxQuest: Kindred Spirits,57000
Action, Adventure,,,Dead Rising® 2,45740
Adventure,,,,Lost Horizon,40350
Adventure, Indie, RPG, Strategy,Delve Deeper,63800
Action, Adventure,,,Darksiders™,50620
Action, Adventure,,,Blade Kitten,9940
Action,,,,Alien Breed 2: Assault,22650
Strategy,,,,Sid Meier's Civilization® V,8930
Indie, Strategy,,,Star Ruler,70900
Strategy,,,,Patrician IV - Steam Special Edition,57620
RPG, Strategy,,,King's Bounty: Crossworlds,63910
Casual, Indie,,,Faerie Solitaire,38600
Indie, Simulation,,,Hacker Evolution: Untold,70110
Simulation,,,,Hacker Evolution,70100
Casual,,,,Moorhuhn / Crazy Chicken Tales,318660
RPG, Indie,,,Recettear: An Item Shop's Tale,70400
Action, Indie,,,Bullet Life 2010,473800
Simulation,,,,Skyscraper Simulator,252910
Action, Adventure, Indie,,Amnesia: The Dark Descent,57300
Action, Indie,,,VVVVVV,70300
Casual,,,,Chime,62100
Action, Racing,,,Glacier 3: The Meltdown,267940
Adventure,,,,Broken Sword: Director's Cut,57640
Casual,,,,Zombie Pirates,46850
Adventure, Free to Play, Indie, RPG,Epic Battle Fantasy 3,521200
Simulation,,,,Trainz: Classic Cabon City,24640
Strategy,,,,Victoria II,42960
Action, Simulation, Strategy,,Arma 2: British Armed Forces,65700
Simulation,,,,Ship Simulator Extremes,48800
Strategy,,,,Worms Reloaded,22600
Adventure,,,,Nancy Drew®: Secrets Can Kill REMASTERED,42210
Action, Indie,,,Nation Red,39800
Strategy,,,,Victoria I Complete,42980
Action, Casual, Indie,,Swarm Arena,46600
Action,,,,Kane & Lynch 2: Dog Days,28000
RPG, Casual,,,Puzzle Quest 2,47540
Action,,,,Burn Zombie Burn!,50510
Action,,,,Quake Live™,282440
Strategy,,,,Fantasy Wars,63900
Adventure,,,,Escape The Lost Kingdom: The Forgotten Pharaoh,294390
Strategy, Indie,,,Power of Defense,60700
Strategy,,,,Battle Academy,287070
Adventure,,,,Alter Ego,63110
Strategy,,,,Commander: Conquest of the Americas,49300
Simulation, Strategy,,,The Guild II Renaissance,39680
Action, Casual, Indie,,Razor2: Hidden Skies,34920
Casual, Indie,,,Tidalis,40420
Strategy, RPG,,,Disciples III - Renaissance Steam Special Edition,33670
Casual,,,,Voodoo Dice,48150
Action,,,,Blacklight: Tango Down,27330
Action, Adventure, RPG,,Mytheon,413030
Action,,,,Day of Defeat: Source,300
Casual, RPG,,,Deadly Sin 2,285420
Strategy,,,,Reign: Conflict of Nations,46380
Action,,,,Singularity™,42670
Action, Simulation, Strategy,,Arma 2: Operation Arrowhead,33930
Adventure,,,,Nancy Drew®: Trail of the Twister,42230
Adventure, Casual, Indie,,15 Days,342990
Action, Adventure,,,LEGO Harry Potter: Years 1-4,21130
Action,,,,Sniper: Ghost Warrior,34830
Indie, Simulation, Strategy,,The Oil Blue: Steam Legacy Edition,386700
Indie, Simulation, Strategy,,Making History II: The War of the World,46770
Casual, Indie,,,Puzzle Dimension,57200
RPG,,,,Konung 3: Ties of the Dynasty,289380
Action, Indie,,,DogFighter,42500
Strategy,,,,Real Warfare 1242,46350
Strategy,,,,Armada 2526,46790
Action, Adventure,,,Prince of Persia: The Forgotten Sands™,33320
Indie,,,,eversion,33680
Adventure, Indie, Casual,,Jolly Rover,58200
Simulation,,,,Rig n Roll,46370
Action,,,,Alien Breed: Impact,22610
RPG,,,,Numen: Contest of Heroes,60800
Action, RPG,,,Alpha Protocol™,34010
Action, Adventure, Casual, RPG,SEGA Mega Drive and Genesis Classics,34270
Adventure, Indie,,,Hotel Collectors Edition,288750
Casual, Indie,,,Ziro,33660
Casual,,,,Puzzler World,33650
Adventure, Indie,,,Darkness Within 2: The Dark Lineage,298950
Action, Racing,,,Split/Second,297860
Strategy, Simulation,,,Tropico 3: Absolute Power,57600
Action, Indie,,,Flight of the Icarus,49800
Indie, RPG,,,Eschalon: Book II,25620
Action, Adventure,,,Rocket Knight,19030
Action, Adventure, Casual,,Biozone,19080
RPG,,,,Hazen: The Dark Whispers,46730
Adventure, Indie,,,Dark Fall: Lost Souls,46750
Simulation,,,,World Basketball Manager 2010,46740
Casual, Indie,,,Fluttabyes,23150
Adventure, Indie,,,The Misadventures of P.B. Winterbottom,40930
Simulation, Strategy,,,M.U.D. TV,43500
Action, Indie,,,Booster Trooper,27920
Action, Casual, Indie,,Beat Hazard,49600
Indie,,,,Fortix,45400
Action, Adventure,,,Dark Void™ Zero,45730
Action,,,,Grand Theft Auto: Episodes from Liberty City,12220
Casual,,,,Disney•Pixar Toy Story Mania!,317580
Action,,,,Lead and Gold: Gangs of the Wild West,42120
Strategy,,,,Future Wars,46440
Action, Indie,,,Plain Sight,49900
Action, RPG,,,Mount & Blade: Warband,48700
Action, Indie, RPG,,Din's Curse,217290
Adventure, Strategy, Indie,,Flotilla,55000
Action,,,,Coniclysm,39900
Action, Adventure,,,Batman: Arkham Asylum Game of the Year Edition,35140
Action, Adventure,,,Just Cause 2,8190
Casual,,,,Nightshift Legacy: The Jaguar's Eye™,37330
Action, Indie, RPG,,Avencast: Rise of the Mage,46410
Strategy,,,,Command & Conquer 4: Tiberian Twilight,47700
RPG,,,,Dragon Age™: Origins Awakening,47730
Action, Indie,,,Shatter,20820
Indie, Strategy,,,Sol Survivor,45000
Strategy,,,,"Warhammer® 40,000: Dawn of War® II Chaos Rising",20570
Simulation, Strategy,,,Theatre of War 2: Kursk 1943,46360
Action, Adventure,,,Assassin's Creed 2 Deluxe Edition,33230
Strategy,,,,US and THEM,281350
Racing,,,,Sonic & SEGA All-Stars Racing,34190
Action, Adventure,,,Disney Alice in Wonderland,316030
RPG, Strategy,,,Star Wolves,46270
RPG, Strategy,,,Star Wolves 3: Civil War,46260
RPG, Strategy,,,Star Wolves 2,46280
Action,,,,Battlefield: Bad Company™ 2,24960
Strategy,,,,Supreme Commander 2,40100
Strategy,,,,Napoleon: Total War™,34030
Strategy,,,,Arsenal of Democracy: A Hearts of Iron Game,42850
Indie,,,,Gridrunner Revolution,27810
Adventure,,,,Empress Of The Deep,299150
Action,,,,NecroVisioN: Lost Company,46250
Adventure,,,,LEGO® Indiana Jones™ 2: The Adventure Continues,32450
Action, Indie, Racing,,Super Laser  Racer,44100
Strategy,,,,UFO: Extraterrestrials Gold,37030
Action,,,,Aliens vs. Predator™,10680
Casual,,,,Cake Mania Main Street™,36300
Action, Free to Play, Indie,,"Pirates, Vikings, and Knights II",17570
Indie, Strategy,,,Galcon Fusion,44200
Casual,,,,Mishap: An Accidental Haunting,47500
Action, Adventure,,,Lost Planet: Extreme Condition Colonies Edition,45720
Action, RPG,,,S.T.A.L.K.E.R.: Call of Pripyat,41700
Casual,,,,The Otherside: Realm of Eons,47520
Action,,,,BioShock® 2,8850
Casual,,,,SEASON OF MYSTERY: The Cherry Blossom Murders,39110
Casual, Indie,,,Secret of the Magic Crystals,45100
Free to Play, Massively Multiplayer, RPG,,Star Trek Online,9900
Casual, Indie, Simulation,,Flower Shop: Summer In Fairbrook,290990
Casual, Indie,,,Toki Tori,38700
Simulation,,,,Hotel Giant 2,38230
RPG,,,,Mass Effect 2,24980
Action, Racing,,,A.I.M. Racing,46200
Adventure, Indie,,,Bob Came in Pieces,46000
Action, Adventure,,,Dark Void™,45710
Action, RPG,,,Greed: Black Border,46400
Adventure,,,,Nancy Drew®: Warnings at Waverly Academy,43600
Action, Indie, Racing, Sports,Zero Gear,18820
Casual,,,,Farm Frenzy 3: American Pie,38160
Adventure,,,,Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,31210
Simulation,,,,Wings of Prey,45300
Adventure, RPG,,,Sherlock Holmes versus Jack the Ripper,11190
Casual,,,,The Search for Amelia Earhart,33760
Casual,,,,Roogoo,38210
Adventure, Casual, Indie,,Heileen 2: The Hands Of Fate,305480
Adventure, Casual, Indie,,Samorost 2,40720
Casual,,,,ItzaZoo,40210
Action, Adventure, Indie,,Incognito,348530
Strategy,,,,East India Company: Battle of Trafalgar,42820
Action, Free to Play, Indie,,Altitude,41300
Strategy,,,,9th Company: Roots Of Terror,12480
Strategy,,,,Elven Legacy: Magic,42930
Action,,,,Rogue Warrior,22310
Casual,,,,Sudokuball Detective,288690
Adventure,,,,Dead Mountaineer's Hotel,10230
Action, Racing,,,Crash Time 3,33620
Action, Indie,,,Serious Sam HD: The First Encounter,41000
RPG, Strategy,,,King Arthur - The Role-playing Wargame,24400
Action,,,,Ninja Blade,37010
RPG, Strategy,,,King's Bounty: Armored Princess,3170
RPG,,,,Gyromancer,23380
Strategy,,,,Elven Legacy: Siege,42940
Action,,,,Left 4 Dead 2,550
Indie, Simulation, Strategy,,Gratuitous Space Battles,41800
Strategy,,,,Command & Conquer 3: Kane's Wrath,24810
Adventure,,,,LEGO® Star Wars™ - The Complete Saga,32440
Action,,,,Call of Duty®: Modern Warfare® 2,10180
Adventure, Indie, Simulation,,Fading Hearts,259720
Strategy,,,,For The Glory: A Europa Universalis Game,42810
Strategy,,,,Ironclads: High Seas,46710
RPG,,,,Dragon Age: Origins,17450
Action, Strategy, Indie,,Sacraboar,40500
Indie, Casual,,,Magnetis,37500
Adventure, Casual, Strategy,,Big Brain Wolf,35600
Adventure, Casual, Indie,,Fatale,27050
Action, Indie,,,Doom Rails,41400
Action,,,,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430
Action, RPG,,,SpellForce - Platinum Edition,39540
Strategy,,,,Men of War: Red Tide,3130
Simulation,,,,World of Zoo,43100
RPG,,,,Risen,40300
RPG, Strategy,,,SpellForce 2 - Anniversary Edition,39550
Adventure,,,,Secret Files: Tunguska,40330
Adventure,,,,Secret Files 2: Puritas Cordis,40340
Strategy,,,,Rush for Berlin Gold,40320
Indie, Simulation, Sports,,Cricket Revolution,25500
Action,,,,Painkiller: Resurrection,39560
Strategy,,,,East India Company: Privateer,42800
RPG,,,,Torchlight,41500
Simulation, Strategy,,,Stronghold Legends: Steam Edition,40980
Action, RPG,,,Borderlands,8980
Action,,,,Defence Alliance 2,35420
Action, Indie, Racing, Sports,Metal Drift,32200
Indie, Strategy,,,AI War: Fleet Command,40400
Strategy,,,,Elven Legacy: Ranger,42950
Simulation, Strategy,,,Tropico 3,23490
Adventure, Indie,,,Machinarium,40700
Casual,,,,Romance of Rome,38190
Sports, Casual,,,Zombie Bowl-o-Rama,32160
Action, Simulation,,,Project Freedom,34810
Simulation,,,,Combat Wings: Battle of Britain,34820
RPG,,,,Fallout 3: Game of the Year Edition,22370
Casual, Indie, Strategy,,Everyday Genius: SquareLogic,32150
RPG,,,,Planet Alcatraz,289420
Strategy,,,,Crusaders: Thy Kingdom Come,24410
Casual,,,,Lucidity™,32410
Adventure,,,,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200
Action,,,,STAR WARS™: The Clone Wars - Republic Heroes™,32420
Action,,,,Operation Flashpoint: Dragon Rising,12830
Casual,,,,Flora's Fruit Farm,35070
Casual,,,,Pat & Mat,65710
Adventure, Casual,,,Midnight Mysteries,32140
Action, Indie, RPG,,Zombie Shooter 2,33180
Strategy,,,,Order of War™,34600
Casual,,,,Kuros,36240
Action, Indie,,,Hammerfight,41100
Indie,,,,Madballs in Babo:Invasion,25700
Simulation, Strategy,,,Majesty 2,25980
Action, Adventure,,,Twin Sector,27900
Action, Adventure,,,Resident Evil™ 5/ Biohazard 5®,21690
Racing,,,,Need for Speed: Shift,24870
Action,,,,Red Faction Guerrilla Steam Edition,20500
Simulation, Strategy,,,Age of Empires® III: Complete Collection,105450
Action, Casual,,,Zuma's Revenge!,3620
Casual,,,,Farm Frenzy 3,38150
Action, RPG,,,Time of Shadows,33550
RPG, Strategy,,,Marauder,289600
Action, Adventure, RPG,,FATE: The Traitor Soul,303680
Action, Adventure,,,Mini Ninjas,35000
Adventure,,,,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190
Action, Adventure, Indie, RPG,Venetica - Gold Edition,338140
Action, Indie, Sports,,AaAaAA!!! - A Reckless Disregard for Gravity,15520
Indie, Casual,,,Quantz,37800
Free to Play, Massively Multiplayer, RPG,,Champions Online,9880
Strategy,,,,XIII Century – Gold Edition,34420
Casual,,,,Mahjong Quest Collection,38000
Casual,,,,Jewel Quest Pack,37960
Adventure,,,,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180
Action,,,,Joint Operations: Combined Arms Gold,32770
Indie, Casual,,,Osmos,29180
Action, Simulation,,,All Aspect Warfare,36910
Action, Simulation,,,Angle of Attack,36900
Adventure, Indie,,,Darkness Within 1: In Pursuit of Loath Nolder,298930
Simulation,,,,Chocolatier®: Decadence by Design™,37210
Simulation,,,,Build-A-Lot 4: Power Source,38110
Simulation,,,,Diner Dash:® Hometown Hero™,37240
Simulation,,,,Cooking Dash®,37220
Adventure,,,,Still Life 2,46490
Indie, Strategy,,,Eador: Genesis,235660
Strategy,,,,Hearts of Iron III,25890
Action,,,,Death to Spies: Moment of Truth,34410
Action, Indie,,,Foreign Legion: Buckets of Blood,36000
Strategy,,,,East India Company,25930
Strategy,,,,East India Company: Pirate Bay,25940
Action,,,,Watchmen: The End is Nigh Part 2,21030
Action, Adventure,,,Bionic Commando,21670
Casual,,,,Mystery P.I. - Lost in Los Angeles,3610
Casual,,,,DinerTown Detective Agency™,37310
Simulation, Strategy,,,Tropico Reloaded,33520
Action, Adventure,,,Disney G-Force,319170
Adventure,,,,Nancy Drew®: Ransom of the Seven Ships,31980
Indie,,,,Bad Rats: the Rats' Revenge,34900
Casual,,,,Cake Mania Collection,36180
Casual,,,,Tradewinds Caravans + Odyssey Pack,36130
Casual,,,,Monster Mash,36210
Casual,,,,Tradewinds Classics,36100
Adventure,,,,The Secret of Monkey Island: Special Edition,32360
Casual,,,,Chainz 2: Relinked,32120
Casual,,,,LUXOR: Mah Jong,32110
Simulation,,,,Train Simulator,24010
Action,,,,Street Fighter® IV,21660
Adventure,,,,Tales of Monkey Island Complete Pack,31170
Adventure, Indie,,,Bionic Heart,314200
Action, Adventure, Indie,,Trine Enchanted Edition,35700
Casual, Indie,,,Lunnye Devitsy,233510
Action,,,,Call of Juarez®: Bound in Blood,21980
Action, Simulation, Strategy,,Arma 2,33900
RPG,,,,Overlord II,12810
Simulation, Strategy,,,Dawn of Discovery™,33210
Action, Simulation,,,SPORE™ Galactic Adventures,24720
Adventure, Indie,,,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400
Adventure,,,,Ankh 3: Battle of the Gods,12450
Indie, Strategy,,,World War 2: Time of Wrath,305390
Action, Adventure,,,Prototype™,10150
Action, Simulation,,,Darkest Hour: Europe '44-'45,1280
Indie, Simulation, Strategy,,Light of Altair,34500
Action, Racing,,,Clutch,35310
Simulation,,,,The Sims™ 3,47890
Action,,,,Delta Force Xtreme 2,32610
Indie, RPG,,,Science Girls,269010
Casual, Indie, Simulation, Strategy,Restaurant Empire II,32900
Adventure, Casual, Indie,,Windosill,37600
Casual,,,,Yosumin!™,23300
Action, Adventure,,,Damnation,12790
Action,,,,NecroVision,7860
Action,,,,Killing Floor,1250
Action, Strategy,,,Battlestations Pacific,8170
Action, RPG, Indie,,Aztaka,37100
Casual, Simulation,,,Virtual Families,16200
Racing,,,,Death Track®: Resurrection,7840
Strategy,,,,Men of War™,7830
Strategy,,,,Plants vs. Zombies GOTY Edition,3590
Action, Adventure, Simulation,,The Tomorrow War,289480
Action,,,,Velvet Assassin,16720
RPG,,,,Two Worlds Epic Edition,1930
Strategy,,,,Helldorado,18470
Casual,,,,Samantha Swift and the Golden Touch,16060
Simulation, Strategy,,,Theatre of War 2: Africa 1943,46340
Action, Indie,,,Zeno Clash,22200
Indie, Casual,,,Raycatcher,32000
Casual,,,,Puzzle Kingdoms,23700
Action, Indie, RPG,,Alien Shooter: Revisited,33110
Casual,,,,Escape Rosecliff Island,3600
Casual, Indie, Strategy,,Braid,26800
RPG,,,,The Last Remnant™,23310
Strategy,,,,Company of Heroes: Tales of Valor,20540
RPG, Strategy,,,Elven Legacy,25850
Casual, Strategy,,,Flock!,21640
Action, Indie,,,And Yet It Moves,18700
Strategy,,,,Chronostorm: Siberian Border,361890
Action,,,,Dark Sector,29900
Simulation, Strategy,,,Grand Ages: Rome,23450
Indie, Casual,,,Mevo and The Grooveriders,27600
Indie,,,,Space Giraffe,27800
Casual, Indie,,,Obulis,11330
Action, Adventure, Casual, Indie,Caster,29800
Action, Indie,,,Larva Mortus,11340
Adventure, Indie,,,The Path,27000
Action, Indie,,,Drug Wars,26300
Action, Indie, RPG,,Alien Shooter 2: Reloaded,33120
Strategy,,,,Command & Conquer: Red Alert 3 - Uprising,24800
Simulation, Strategy,,,Codename: Panzers - Cold War,9850
Action, Indie,,,The Maw,26000
Action,,,,Watchmen: The End is Nigh,21010
Strategy,,,,Empire: Total War™,10500
Adventure,,,,Nancy Drew®: The Haunting of Castle Malloy,31910
RPG,,,,Drakensang,12640
Action, Adventure, Strategy,,Ceville,23460
Strategy,,,,Tom Clancy's EndWar™,21800
Casual, RPG,,,Puzzle Quest: Galactrix,23500
Casual,,,,SlamIt Pinball Big Score,12430
Casual,,,,Farm Frenzy: Pizza Party,38140
Strategy,,,,"Warhammer 40,000: Dawn of War II",15620
Adventure,,,,A Stroke of Fate: Operation Valkyrie,10240
Action,,,,F.E.A.R. 2: Project Origin,16450
Action, Adventure, RPG,,X-Blades,7510
Strategy,,,,Perimeter 2: New Earth,12420
Racing,,,,Burnout Paradise: The Ultimate Box,24740
Simulation,,,,PT Boats: Knights of the Sea,10250
Indie, Racing, Sports,,Monster Trucks Nitro,16620
Action,,,,Saints Row 2,9480
Simulation,,,,Build-A-Lot 3: Passport to Europe,38100
Action, Adventure, Indie,,Penumbra: Black Plague Gold Edition,22120
Casual,,,,Mystery P.I.™ - The New York Fortune,3570
Action, Adventure,,,Mirror's Edge™,17410
Strategy,,,,Ironclads: American Civil War,46700
Casual, Indie,,,Crayon Physics Deluxe,26900
Casual, Indie,,,BRAINPIPE: A Plunge to Unhumanity,35800
Simulation,,,,SPORE™ Creepy & Cute Parts Pack,17440
Simulation,,,,SPORE™,17390
Action, Casual, Indie,,Penguins Arena: Sedna's World,11280
Adventure,,,,Strong Bad's Cool Game for Attractive People: Season 1,8340
RPG,,,,Rise of the Argonauts,12770
Casual, Simulation,,,Paws and Claws: Pampered Pets,33700
Casual,,,,Luxor: Quest for the Afterlife,16040
Adventure,,,,Disney•Pixar WALL-E,331750
Action, Adventure,,,Prince of Persia®,19980
RPG,,,,Dimensity,46720
Indie, Strategy,,,Defense Grid: The Awakening,18500
Adventure,,,,A Vampyre Story,313870
Casual, Simulation,,,My Tribe,51010
Adventure,,,,Chronicles of Mystery: The Scorpio Ritual,34800
Indie,,,,Chains,11360
Adventure,,,,Mata Hari,18480
Action, Adventure,,,Tomb Raider: Underworld,8140
Strategy,,,,Warfare,35300
Strategy,,,,Europa Universalis: Rome - Gold Edition,23420
Strategy,,,,Mosby's Confederacy,17180
Action, Adventure,,,Alone in the Dark,259170
Action, Racing,,,Need for Speed Undercover,17430
Action,,,,Call of Duty: World at War,10090
Action, Adventure,,,Disney Bolt,340990
Strategy, Casual,,,Bejeweled Twist,3560
Action,,,,Left 4 Dead,500
Adventure,,,,Book of Legends,47130
Casual,,,,7 Wonders: Treasures of Seven,16030
Racing,,,,Pyroblazer®,21500
Adventure,,,,Silent Hill Homecoming,19000
Adventure,,,,Sherlock Holmes: The Mystery of the Mummy,11130
Adventure, Casual,,,"Nancy Drew® Dossier: Lights, Camera, Curses!",31870
Strategy, RPG, Indie,,Geneforge 5: Overthrow,201010
Casual,,,,Samantha Swift and the Hidden Roses of Athena,16020
Simulation, Strategy,,,Imperium Romanum Gold Edition,23400
Adventure, RPG,,,"Precipice of Darkness, Episode Two",18020
Strategy,,,,Command & Conquer: Red Alert 3,17480
RPG,,,,Fallout 3,22300
Action,,,,Exodus from the Earth,12390
Action, Indie, Strategy,,Space Trader: Merchant Marine,11240
Action,,,,Far Cry® 2: Fortune's Edition,19900
Racing,,,,STCC - The Game 1 - Expansion Pack for RACE 07,8690
Action, Adventure,,,Bully: Scholarship Edition,12200
Casual, Indie,,,Spectraball,18300
Action,,,,Dead Space,17470
Action,,,,Mare Nostrum,1230
Action, Simulation, Strategy,,X3: Terran Conflict,2820
Action,,,,Sniper Art of Victory,271500
Strategy,,,,Spectromancer,22500
Casual,,,,Peggle™ Nights,3540
Adventure, Casual,,,Season Match 2,320650
Indie,,,,World of Goo,22000
Indie, Casual,,,Musaic Box,29130
Action,,,,Brothers in Arms: Hell's Highway™,15390
Adventure,,,,D.W.A.R.F.S.,281560
Adventure, Indie,,,Rhiannon: Curse of the Four Branches,298140
Strategy, Action, Indie,,Project Aftermath,21400
Strategy,,,,Sword of the Stars: Complete Collection,42890
RPG, Strategy,,,Hinterland,17140
Action, Adventure,,,LEGO Batman,21000
Action, RPG,,,Legend - Hand of God,12630
Action, Adventure,,,Collapse,289620
RPG, Strategy,,,King's Bounty: The Legend,25900
Strategy,,,,Sid Meier's Civilization IV: Colonization,16810
Adventure,,,,Sherlock Holmes: The Awakened - Remastered Edition,11140
Indie,,,,Multiwinia,1530
Racing,,,,Ford Racing Off Road,315740
Casual,,,,Amazing Adventures Around the World,3530
Action,,,,Crysis Warhead®,17330
Indie, RPG,,,Mount & Blade,22100
Casual,,,,The Wizard's Pen™,3580
Action, RPG,,,The Witcher: Enhanced Edition Director's Cut,20900
Strategy,,,,BC Kings,12460
Action, RPG,,,S.T.A.L.K.E.R.: Clear Sky,20510
Casual, Simulation,,,Fetch It Again,12650
Adventure, Casual,,,4 Elements,47000
Action, Adventure, Free to Play, Indie,Zezenia Online,497860
Racing,,,,GTR Evolution Expansion Pack for RACE 07,8660
Indie, Casual,,,Gravitron 2,21300
Strategy, Simulation,,,Children of the Nile: Alexandria,17120
Casual,,,,Farm Frenzy 2,38130
Action, Indie,,,Tank Universal,19200
Racing,,,,FlatOut: Ultimate Carnage,12360
Action,,,,Bionic Commando: Rearmed,21680
Action, Adventure, RPG,,FATE: Undiscovered Realms,276890
Indie, Simulation,,,Euro Truck Simulator,232010
Adventure, Indie,,,Eternity's Child,19500
Simulation, Strategy,,,Making History: The Calm and the Storm Gold Edition,371190
Racing,,,,Sprint Cars Road to Knoxville,12590
Casual,,,,Discovery! A Seek and Find Adventure,16000
Indie, Casual,,,Yumsters 2: Around the World,29120
Action,,,,Ubersoldier II,281410
Adventure, Indie,,,The Lost Crown,291710
Simulation, Strategy,,,City Life 2008,4460
Action, Adventure,,,Devil May Cry 4,45700
Sports,,,,Summer Athletics,27200
Strategy, Simulation,,,Children of the Nile: Enhanced Edition,17100
Adventure,,,,Nancy Drew®: The Phantom of Venice,31920
Action, Adventure,,,Insecticide Part 1,16710
Casual, Strategy,,,Crazy Machines 2,18400
Racing,,,,RACE 07: Andy Priaulx Crowne Plaza Raceway (Free DLC),8650
Strategy,,,,Supreme Ruler 2020 Gold,25910
Casual,,,,Reaxxion,15950
Casual,,,,7 Wonders II,15900
Casual,,,,Luxor,15970
Casual,,,,Little Farm,15960
Action, Casual,,,Aces of the Galaxy™,10120
Casual,,,,Mystery P.I.™ - The Vegas Heist,3520
Action, Adventure,,,LEGO® Indiana Jones™: The Original Adventures,32330
Casual, Indie, RPG, Strategy,Monsters' Den: Book of Dread,502230
Action, RPG,,,Mass Effect,17460
Casual, Simulation,,,Virtual Villagers - The Secret City,16180
Casual, Indie,,,Chaos Theory,16500
Adventure, RPG,,,"Precipice of Darkness, Episode One",18000
Adventure,,,,Dracula Origin,11050
Casual, Indie, Racing,,Gumboy Tournament,11230
RPG, Indie, Casual,,Dangerous High School Girls in Trouble!™,27400
Casual, Indie, Strategy,,Empire of the Gods,436140
Simulation,,,,Build-A-Lot 2: Town of the Year,38090
Strategy,,,,The Settlers®: Rise Of An Empire Gold Edition,19930
Casual,,,,LUMINES™,11900
Action,,,,Tom Clancy's Rainbow Six® Vegas 2,15120
Racing,,,,Trackmania United Forever Star Edition,7200
Adventure,,,,Jack Keane,12340
Adventure, RPG,,,Sherlock Holmes - Nemesis,11040
Adventure,,,,Sam & Max 205: What&#146;s New Beelzebub?,8300
Action, Racing,,,Sledgehammer / Gear Grinder,285520
Action, Adventure,,,Assassin's Creed™: Director's Cut Edition,15100
Adventure, Indie,,,Overclocked: A History of Violence,339850
Simulation,,,,Mission Runway,12670
Action, Adventure,,,Obscure II (Obscure: The Aftermath),254480
Simulation,,,,Silent Hunter®: Wolves of the Pacific U-Boat Missions,15240
Casual, Indie,,,Ninja Reflex: Steamworks Edition,13000
Indie, Simulation,,,The Graveyard,27020
Simulation,,,,A-Train 8,249930
Adventure,,,,Escape The Museum,298020
Adventure,,,,Sam & Max 204: Chariots of the Dogs,8290
Free to Play, Indie, Massively Multiplayer, Strategy,SAGA,376140
Strategy, Indie,,,Harvest: Massive Encounter,15400
Strategy,,,,"Warhammer® 40,000: Dawn of War® - Soulstorm",9450
Strategy, RPG, Indie,,Nethergate: Resurrection,218020
Indie, Racing, Sports,,Trials 2: Second Edition,16600
Action,,,,Frontlines™: Fuel of War™,9460
